-5.0e0 -5.0e0 3.4e1 3.4e1
-4.79593e0 -5.0e0 3.2000946e1 3.2000946e1
-4.59186e0 -5.0e0 3.0085175e1 3.0085175e1
-4.38779e0 -5.0e0 2.8252701e1 2.8252701e1
-4.1837201e0 -5.0e0 2.650351e1 2.650351e1
-3.9796501e0 -5.0e0 2.4837616e1 2.4837616e1
-3.7755801e0 -5.0e0 2.3255005e1 2.3255005e1
-3.5715102e0 -5.0e0 2.1755692e1 2.1755692e1
-3.3674402e0 -5.0e0 2.033966e1 2.033966e1
-3.1633702e0 -5.0e0 1.9006912e1 1.9006912e1
-2.9593002e0 -5.0e0 1.7757457e1 1.7757457e1
-2.7552303e0 -5.0e0 1.65912964e1 1.65912964e1
-2.5511603e0 -5.0e0 1.55084152e1 1.55084152e1
-2.3470903e0 -5.0e0 1.45088318e1 1.45088318e1
-2.1430203e0 -5.0e0 1.3592537e1 1.3592537e1
-1.9389503e0 -5.0e0 1.2759526e1 1.2759526e1
-1.7348804e0 -5.0e0 1.20098083e1 1.20098083e1
-1.5308104e0 -5.0e0 1.13433807e1 1.13433807e1
-1.3267404e0 -5.0e0 1.07602417e1 1.07602417e1
-1.1226704e0 -5.0e0 1.02603882e1 1.02603882e1
-9.186005e-1 -5.0e0 9.8438268e0 9.8438268e0
-7.1453049e-1 -5.0e0 9.5105537e0 9.5105537e0
-5.1046048e-1 -5.0e0 9.2605699e0 9.2605699e0
-3.0639047e-1 -5.0e0 9.0938751e0 9.0938751e0
-1.0232047e-1 -5.0e0 9.0104694e0 9.0104694e0
1.0174954e-1 -5.0e0 9.010353e0 9.010353e0
3.0581955e-1 -5.0e0 9.0935255e0 9.0935255e0
5.0988956e-1 -5.0e0 9.2599873e0 9.2599873e0
7.1395956e-1 -5.0e0 9.5097382e0 9.5097382e0
9.1802957e-1 -5.0e0 9.8427785e0 9.8427785e0
1.12209958e0 -5.0e0 1.02591064e1 1.02591064e1
1.3261696e0 -5.0e0 1.0758728e1 1.0758728e1
1.5302396e0 -5.0e0 1.13416336e1 1.13416336e1
1.7343095e0 -5.0e0 1.20078293e1 1.20078293e1
1.9383795e0 -5.0e0 1.27573135e1 1.27573135e1
2.1424495e0 -5.0e0 1.3590091e1 1.3590091e1
2.3465195e0 -5.0e0 1.45061539e1 1.45061539e1
2.5505894e0 -5.0e0 1.55055038e1 1.55055038e1
2.7546594e0 -5.0e0 1.65881516e1 1.65881516e1
2.9587294e0 -5.0e0 1.77540802e1 1.77540802e1
3.1627994e0 -5.0e0 1.9003296e1 1.9003296e1
3.3668694e0 -5.0e0 2.0335815e1 2.0335815e1
3.5709393e0 -5.0e0 2.1751602e1 2.1751602e1
3.7750093e0 -5.0e0 2.3250687e1 2.3250687e1
3.9790793e0 -5.0e0 2.4833069e1 2.4833069e1
4.1831493e0 -5.0e0 2.6498749e1 2.6498749e1
4.3872192e0 -5.0e0 2.8247696e1 2.8247696e1
4.5912892e0 -5.0e0 3.0079926e1 3.0079926e1
4.7953592e0 -5.0e0 3.1995468e1 3.1995468e1
4.9994292e0 -5.0e0 3.3994293e1 3.3994293e1

-5.0e0 -4.79593e0 3.2817227e1 3.2817227e1
-4.79593e0 -4.79593e0 3.0818173e1 3.0818173e1
-4.59186e0 -4.79593e0 2.8902402e1 2.8902402e1
-4.38779e0 -4.79593e0 2.7069928e1 2.7069928e1
-4.1837201e0 -4.79593e0 2.5320737e1 2.5320737e1
-3.9796501e0 -4.79593e0 2.3654843e1 2.3654843e1
-3.7755801e0 -4.79593e0 2.2072232e1 2.2072232e1
-3.5715102e0 -4.79593e0 2.0572919e1 2.0572919e1
-3.3674402e0 -4.79593e0 1.9156888e1 1.9156888e1
-3.1633702e0 -4.79593e0 1.782414e1 1.782414e1
-2.9593002e0 -4.79593e0 1.65746841e1 1.65746841e1
-2.7552303e0 -4.79593e0 1.54085236e1 1.54085236e1
-2.5511603e0 -4.79593e0 1.43256424e1 1.43256424e1
-2.3470903e0 -4.79593e0 1.3326059e1 1.3326059e1
-2.1430203e0 -4.79593e0 1.24097641e1 1.24097641e1
-1.9389503e0 -4.79593e0 1.15767532e1 1.15767532e1
-1.7348804e0 -4.79593e0 1.08270355e1 1.08270355e1
-1.5308104e0 -4.79593e0 1.01606079e1 1.01606079e1
-1.3267404e0 -4.79593e0 9.5774689e0 9.5774689e0
-1.1226704e0 -4.79593e0 9.0776154e0 9.0776154e0
-9.186005e-1 -4.79593e0 8.661054e0 8.661054e0
-7.1453049e-1 -4.79593e0 8.3277809e0 8.3277809e0
-5.1046048e-1 -4.79593e0 8.0777971e0 8.0777971e0
-3.0639047e-1 -4.79593e0 7.9111023e0 7.9111023e0
-1.0232047e-1 -4.79593e0 7.8276965e0 7.8276965e0
1.0174954e-1 -4.79593e0 7.8275801e0 7.8275801e0
3.0581955e-1 -4.79593e0 7.9107527e0 7.9107527e0
5.0988956e-1 -4.79593e0 8.0772145e0 8.0772145e0
7.1395956e-1 -4.79593e0 8.3269653e0 8.3269653e0
9.1802957e-1 -4.79593e0 8.6600056e0 8.6600056e0
1.12209958e0 -4.79593e0 9.0763336e0 9.0763336e0
1.3261696e0 -4.79593e0 9.5759552e0 9.5759552e0
1.5302396e0 -4.79593e0 1.01588608e1 1.01588608e1
1.7343095e0 -4.79593e0 1.08250565e1 1.08250565e1
1.9383795e0 -4.79593e0 1.15745407e1 1.15745407e1
2.1424495e0 -4.79593e0 1.24073181e1 1.24073181e1
2.3465195e0 -4.79593e0 1.3323381e1 1.3323381e1
2.5505894e0 -4.79593e0 1.4322731e1 1.4322731e1
2.7546594e0 -4.79593e0 1.54053787e1 1.54053787e1
2.9587294e0 -4.79593e0 1.65713074e1 1.65713074e1
3.1627994e0 -4.79593e0 1.7820523e1 1.7820523e1
3.3668694e0 -4.79593e0 1.9153043e1 1.9153043e1
3.5709393e0 -4.79593e0 2.056883e1 2.056883e1
3.7750093e0 -4.79593e0 2.2067914e1 2.2067914e1
3.9790793e0 -4.79593e0 2.3650296e1 2.3650296e1
4.1831493e0 -4.79593e0 2.5315976e1 2.5315976e1
